region sanitaria,partido,dependencia,nombre,especialidad,año,cant_camas_criticas
VI,ALMIRANTE BROWN,Provinciales,Hosp. Zonal. Gral. Ag. Dr. Arturo Oñativia,TERAPIA INTENSIVA NEONATOLOGICA,2010,7
VI,AVELLANEDA,Municipales,Hosp. Munic. Dr. Eduardo Wilde,TERAPIA INTENSIVA,2010,6
VI,AVELLANEDA,Provinciales,Hosp. Subz. Mat. Infantil Ana Goittia,TERAPIA INTENSIVA NEONATOLOGICA,2010,5
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. Pedro Fiorito,TERAPIA INTENSIVA,2010,12
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. Pedro Fiorito,UNIDAD CORONARIA,2010,6
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. Pedro Fiorito,CUIDADOS INTENSIVOS,2010,12
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Pte. Perón,TERAPIA INTENSIVA,2010,10
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Pte. Perón,TERAPIA INTENSIVA NEONATOLOGICA,2010,4
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Pte. Perón,UNIDAD CORONARIA,2010,6
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Pte. Perón,TERAPIA INTENSIVA INFANTIL,2010,4
VI,BERAZATEGUI,Provinciales,Hosp. Zonal Gral. de Ag. Evita Pueblo,TERAPIA INTENSIVA,2010,8
VI,BERAZATEGUI,Provinciales,Hosp. Zonal Gral. de Ag. Evita Pueblo,TERAPIA INTENSIVA NEONATOLOGICA,2010,25
VI,ESTEBAN ECHEVERRIA,Municipales,Policlínico S. T. Santamarina,TERAPIA INTENSIVA,2010,8
VI,ESTEBAN ECHEVERRIA,Municipales,Policlínico S. T. Santamarina,TERAPIA INTENSIVA NEONATOLOGICA,2010,7
VI,EZEIZA,Provinciales,Hosp. Zonal Gral. de Ag. Madre Teresa de Calcuta,TERAPIA INTENSIVA,2010,9
VI,EZEIZA,Provinciales,Hosp. Zonal Gral. de Ag. Madre Teresa de Calcuta,TERAPIA INTENSIVA NEONATOLOGICA,2010,9
VI,FLORENCIO VARELA,Provinciales,Hosp. Zonal Gral. de Ag. Mi Pueblo,TERAPIA INTENSIVA,2010,6
VI,FLORENCIO VARELA,Provinciales,Hosp. Zonal Gral. de Ag. Mi Pueblo,TERAPIA INTENSIVA NEONATOLOGICA,2010,20
VI,FLORENCIO VARELA,Provinciales,Hosp. de Alta Compl. El Cruce,ADMISION PACIENTE CRITICO,2010,9
VI,FLORENCIO VARELA,Provinciales,Hosp. de Alta Compl. El Cruce,TERAPIA INTENSIVA,2010,16
VI,FLORENCIO VARELA,Provinciales,Hosp. de Alta Compl. El Cruce,TERAPIA INTENSIVA INFANTIL,2010,16
VI,FLORENCIO VARELA,Provinciales,Hosp. de Alta Compl. El Cruce,UNIDAD CORONARIA,2010,17
VI,LANUS,Provinciales,Hosp. Zonal Gral. de Ag. Narciso López,TERAPIA INTENSIVA,2010,4
VI,LANUS,Provinciales,Hosp. Zonal Gral. de Ag. Narciso López,UNIDAD CORONARIA,2010,3
VI,LANUS,Provinciales,Hosp. Zonal Gral. de Ag. Narciso López,TERAPIA INTENSIVA NEONATOLOGICA,2010,4
VI,LANUS,Provinciales,Hosp. Interz. Gral. de Ag. Evita,TERAPIA INTENSIVA,2010,9
VI,LANUS,Provinciales,Hosp. Interz. Gral. de Ag. Evita,UNIDAD CORONARIA,2010,8
VI,LANUS,Provinciales,Hosp. Interz. Gral. de Ag. Evita,CUIDADOS INTENSIVOS PEDIATRICOS,2010,4
VI,LANUS,Provinciales,Hosp. Interz. Gral. de Ag. Evita,TERAPIA INTENSIVA NEONATOLOGICA,2010,8
VI,LOMAS DE ZAMORA,Municipales,Hosp. Mat. Infantil Dr. Oscar E. Alende,TERAPIA INTENSIVA INFANTIL,2010,3
VI,LOMAS DE ZAMORA,Municipales,Hosp. Mat. Infantil Dr. Oscar E. Alende,TERAPIA INTENSIVA NEONATOLOGICA,2010,6
VI,LOMAS DE ZAMORA,Provinciales,Hosp. Interz. Gral. de Ag. Luisa C. de Gandulfo,TERAPIA INTENSIVA,2010,8
VI,LOMAS DE ZAMORA,Provinciales,Hosp. Interz. Gral. de Ag. Luisa C. de Gandulfo,UNIDAD CORONARIA,2010,5
VI,LOMAS DE ZAMORA,Provinciales,Hosp. Interz. Gral. de Ag. Luisa C. de Gandulfo,TERAPIA INTENSIVA NEONATOLOGICA,2010,14
VI,QUILMES,Municipales,Hosp. Subz. Esp. Mat. Infantil Dr. Eduardo Oller,TERAPIA INTENSIVA NEONATOLOGICA,2010,10
VI,QUILMES,Provinciales,Hosp. Zonal Gral. de Ag. Dr. I. Iriarte,TERAPIA INTENSIVA,2010,10
VII,MORON,Nacionales,Hosp. Nac. Dr. Posadas,TERAPIA INTENSIVA NEONATOLOGICA,2010,43
VII,MORON,Nacionales,Hosp. Nac. Dr. Posadas,UNIDAD CORONARIA,2010,9
VII,MORON,Municipales,Hosp. Munic. O. B. de Lavignolle,TERAPIA INTENSIVA,2009,6
VII,MORON,Municipales,Hosp. Munic. O. B. de Lavignolle,TERAPIA INTENSIVA NEONATOLOGICA,2009,8
VII,MORON,Provinciales,Hosp. Interz. Gral. de Ag. Prof. Dr. L. Güemes,TERAPIA INTENSIVA,2009,9
VII,MORON,Provinciales,Hosp. Interz. Gral. de Ag. Prof. Dr. L. Güemes,UNIDAD CORONARIA,2009,1
VII,MORON,Nacionales,Hosp. Nac. Dr. Posadas,TERAPIA INTENSIVA,2009,10
VII,MORON,Nacionales,Hosp. Nac. Dr. Posadas,TERAPIA INTENSIVA INFANTIL,2009,12
VII,MORON,Nacionales,Hosp. Nac. Dr. Posadas,TERAPIA INTENSIVA NEONATOLOGICA,2009,41
VII,MORON,Nacionales,Hosp. Nac. Dr. Posadas,UNIDAD CORONARIA,2009,9
VI,QUILMES,Provinciales,Hosp. Zonal Gral. de Ag. Dr. I. Iriarte,TERAPIA INTENSIVA NEONATOLOGICA,2016,11
VI,QUILMES,Provinciales,Hosp. Zonal Gral. de Ag. Dr. I. Iriarte,TERAPIA INTENSIVA NEONATOLOGICA,2015,11
VI,QUILMES,Provinciales,Hosp. Zonal Gral. de Ag. Dr. I. Iriarte,TERAPIA INTENSIVA NEONATOLOGICA,2014,13
VI,QUILMES,Provinciales,Hosp. Zonal Gral. de Ag. Dr. I. Iriarte,TERAPIA INTENSIVA NEONATOLOGICA,2013,13
VI,QUILMES,Provinciales,Hosp. Zonal Gral. de Ag. Dr. I. Iriarte,TERAPIA INTENSIVA NEONATOLOGICA,2012,14
VI,QUILMES,Provinciales,Hosp. Zonal Gral. de Ag. Dr. I. Iriarte,TERAPIA INTENSIVA NEONATOLOGICA,2011,13
VI,QUILMES,Provinciales,Hosp. Zonal Gral. de Ag. Dr. I. Iriarte,TERAPIA INTENSIVA NEONATOLOGICA,2010,13
VI,LOMAS DE ZAMORA,Municipales,Hosp. Mat. Infantil Dr. Oscar E. Alende,TERAPIA INTENSIVA INFANTIL,2009,6
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Ag. Prof. Dr. R. Carrillo,TERAPIA INTENSIVA,2016,8
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Ag. Prof. Dr. R. Carrillo,UNIDAD CORONARIA,2016,6
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Agudos Dr. C. A. Bocalandro,TERAPIA INTENSIVA,2016,7
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Agudos Dr. C. A. Bocalandro,UNIDAD CORONARIA,2016,4
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Ag. Prof. Dr. R. Carrillo,TERAPIA INTENSIVA,2015,8
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Ag. Prof. Dr. R. Carrillo,UNIDAD CORONARIA,2015,6
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Agudos Dr. C. A. Bocalandro,TERAPIA INTENSIVA,2015,7
VII,TRES DE FEBRERO,Provinciales,Hosp. Zonal Gral. de Agudos Dr. C. A. Bocalandro,UNIDAD CORONARIA,2015,4
VIII,AYACUCHO,Municipales,Hosp. Local Munic. Dr. Pedro Solanet,TERAPIA INTENSIVA,2010,5
VIII,BALCARCE,Municipales,Hosp. Subz. Munic. de Balcarce,TERAPIA INTENSIVA,2010,7
VIII,GRAL ALVARADO,Municipales,Hosp. Munic. Dr. Mariano Cassano,TERAPIA INTENSIVA,2010,4
VIII,GRAL MADARIAGA,Municipales,Hosp. Munic. Ana R. S. de Martínez Guerrero,TERAPIA INTENSIVA,2010,2
VIII,GRAL PUEYRREDON,Provinciales,Hosp. Interz. Esp. Mat. Infantil Don V. Tetamanti,TERAPIA INTENSIVA INFANTIL,2010,8
VIII,GRAL PUEYRREDON,Provinciales,Hosp. Interz. Esp. Mat. Infantil Don V. Tetamanti,TERAPIA INTENSIVA NEONATOLOGICA,2010,15
VIII,GRAL PUEYRREDON,Provinciales,Hosp. Interz. Gral. de Ag. Dr. O. Alende,TERAPIA INTENSIVA,2010,18
VIII,GRAL PUEYRREDON,Provinciales,Hosp. Interz. Gral. de Ag. Dr. O. Alende,UNIDAD CORONARIA,2010,8
VIII,LA COSTA,Municipales,Hosp. Munic. Carlos F. Macías,CUIDADOS ESPECIALES,2010,2
VIII,LA COSTA,Municipales,Hosp. Munic. Carlos F. Macías,TERAPIA INTENSIVA,2010,5
VIII,LA COSTA,Municipales,Unid. Munic. Roberto L. Dios,TERAPIA INTENSIVA,2010,2
VIII,LOBERIA,Municipales,Hosp. Munic. Gaspar Campos,TERAPIA INTENSIVA,2010,4
VIII,MAIPU,Municipales,Hosp. Subz. de Maipú,TERAPIA INTENSIVA,2010,4
VIII,NECOCHEA,Municipales,Hosp. Munic. Dr. Emilio Ferreyra,TERAPIA INTENSIVA,2010,6
VIII,SAN CAYETANO,Municipales,Hosp. Munic. Alberto Menditeguy,TERAPIA INTENSIVA,2010,4
VIII,TANDIL,Municipales,Hosp. Munic. Ramón Santamarina,TERAPIA INTENSIVA,2010,6
VIII,VILLA GESELL,Municipales,Hosp. Munic. de Ag. Dr. Arturo Illia,TERAPIA INTENSIVA,2010,4
IX,AZUL,Provinciales,Hosp. Zonal Esp. Mat. Infantil A. Diego,TERAPIA INTENSIVA NEONATOLOGICA,2014,7
IX,LAS FLORES,Provinciales,Hosp. Zonal Gral. de Las Flores,CUIDADOS ESPECIALES,2014,3
IX,LAS FLORES,Provinciales,Hosp. Zonal Gral. de Las Flores,TERAPIA INTENSIVA,2014,5
IX,AZUL,Provinciales,Hosp. Zonal Esp. Mat. Infantil A. Diego,CUIDADOS ESPECIALES INFANTILES,2013,7
IX,AZUL,Provinciales,Hosp. Zonal Esp. Mat. Infantil A. Diego,TERAPIA INTENSIVA INFANTIL,2013,5
IX,AZUL,Provinciales,Hosp. Zonal Esp. Mat. Infantil A. Diego,TERAPIA INTENSIVA NEONATOLOGICA,2013,7
IX,LAS FLORES,Provinciales,Hosp. Zonal Gral. de Las Flores,CUIDADOS ESPECIALES,2013,3
IX,LAS FLORES,Provinciales,Hosp. Zonal Gral. de Las Flores,TERAPIA INTENSIVA,2013,5
IX,AZUL,Provinciales,Hosp. Zonal Esp. Mat. Infantil A. Diego,CUIDADOS ESPECIALES INFANTILES,2012,7
IX,AZUL,Provinciales,Hosp. Zonal Esp. Mat. Infantil A. Diego,TERAPIA INTENSIVA INFANTIL,2012,4
IX,AZUL,Provinciales,Hosp. Zonal Esp. Mat. Infantil A. Diego,TERAPIA INTENSIVA NEONATOLOGICA,2012,6
IX,LAS FLORES,Provinciales,Hosp. Zonal Gral. de Las Flores,CUIDADOS ESPECIALES,2012,3
IX,LAS FLORES,Provinciales,Hosp. Zonal Gral. de Las Flores,TERAPIA INTENSIVA,2012,5
IX,AZUL,Provinciales,Hosp. Zonal Esp. Mat. Infantil A. Diego,CUIDADOS ESPECIALES INFANTILES,2011,3
IX,AZUL,Provinciales,Hosp. Zonal Esp. Mat. Infantil A. Diego,TERAPIA INTENSIVA INFANTIL,2011,5
X,ROQUE PEREZ,Municipales,Hosp. Munic.Dr. R. Carrillo,CUIDADOS ESPECIALES,2009,2
X,SALADILLO,Provinciales,Hosp. Zonal Gral. Dr. A. Posadas,TERAPIA INTENSIVA,2016,4
X,SALADILLO,Provinciales,Hosp. Zonal Gral. Dr. A. Posadas,TERAPIA INTENSIVA,2015,4
X,SALADILLO,Provinciales,Hosp. Zonal Gral. Dr. A. Posadas,TERAPIA INTENSIVA,2014,4
X,SALADILLO,Provinciales,Hosp. Zonal Gral. Dr. A. Posadas,TERAPIA INTENSIVA,2013,4
X,SALADILLO,Provinciales,Hosp. Zonal Gral. Dr. A. Posadas,TERAPIA INTENSIVA,2012,4
X,VEINTICINCO DE MAYO,Municipales,Hosp. Subz. Saturnino Unzué,TERAPIA INTENSIVA,2010,8
XI,LA PLATA,Provinciales,Hosp. Zonal Gral. de Ag. San Roque,TERAPIA INTENSIVA,2009,6
XI,LA PLATA,Provinciales,Hosp. Zonal Gral. de Ag. San Roque,UNIDAD DE CUIDADOS INT. POLIV.,2009,3
XI,LA PLATA,Provinciales,Hosp. Zonal Gral. de Ag. San Roque,UNIDAD CORONARIA,2009,3
XI,LA PLATA,Provinciales,Hosp. Interz. Esp. de Ag. y Crón. Dr. A. Korn,TERAPIA INTENSIVA,2009,6
XI,LA PLATA,Provinciales,Hosp. Interz. Gral. de Ag. Prof. Dr. Rodolfo Rossi,TERAPIA INTENSIVA,2009,6
XI,LA PLATA,Provinciales,Hosp. Interz. Gral. de Ag. Prof. Dr. Rodolfo Rossi,UNIDAD CORONARIA,2009,7
XI,LA PLATA,Provinciales,Hosp. Zonal Esp. Dr. Noel H. Sbarra,CUIDADOS ESPECIALES INFANTILES,2009,18
XI,LA PLATA,Provinciales,Hosp. Interz. de Ag. Esp. en Pediatría Sor María Ludovica,TERAPIA INTENSIVA INFANTIL,2009,19
XI,LA PLATA,Provinciales,Hosp. Interz. de Ag. Esp. en Pediatría Sor María Ludovica,QUEMADOS INFANTIL,2009,3
XI,LA PLATA,Provinciales,Hosp. Interz. de Ag. y Crón. San Juan de Dios,TERAPIA INTENSIVA,2009,6
XI,LA PLATA,Provinciales,Hosp. Interz. de Ag. y Crón. San Juan de Dios,UNIDAD CORONARIA,2009,10
XI,LA PLATA,Provinciales,Hosp. Interz. Gral. de Ag. Gral. San Martín,TERAPIA INTENSIVA,2009,11
XI,LA PLATA,Provinciales,Hosp. Interz. Gral. de Ag. Gral. San Martín,QUEMADO,2009,9
XI,LA PLATA,Provinciales,Hosp. Interz. Gral. de Ag. Gral. San Martín,UNIDAD CORONARIA,2009,7
XI,MONTE,Provinciales,Hosp. Zenón Videla Dorna,TERAPIA INTENSIVA,2016,4
XI,MONTE,Provinciales,Hosp. Zenón Videla Dorna,TERAPIA INTENSIVA,2015,4
XI,MONTE,Provinciales,Hosp. Zenón Videla Dorna,TERAPIA INTENSIVA,2014,4
XI,MONTE,Provinciales,Hosp. Zenón Videla Dorna,TERAPIA INTENSIVA,2013,4
XI,MONTE,Provinciales,Hosp. Zenón Videla Dorna,TERAPIA INTENSIVA,2012,4
XI,MONTE,Provinciales,Hosp. Zenón Videla Dorna,TERAPIA INTENSIVA,2011,4
XI,MONTE,Provinciales,Hosp. Zenón Videla Dorna,TERAPIA INTENSIVA,2010,4
XI,MONTE,Provinciales,Hosp. Zenón Videla Dorna,TERAPIA INTENSIVA,2009,4
XI,SAN VICENTE,Municipales,Hosp. Subz. Gral. Dr. R. Carrillo,TERAPIA INTENSIVA,2010,4
XII,LA MATANZA,Municipales,Hosp. Mat. Infantil Dra. T. L. Germani,CUIDADOS ESPECIALES,2010,2
XII,LA MATANZA,Municipales,Hosp. Munic. de Niños de San Justo,TERAPIA INTENSIVA INFANTIL,2010,6
XII,LA MATANZA,Municipales,Policlínico Central San Justo,CUIDADOS ESPECIALES,2010,3
XII,LA MATANZA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. Paroissien,TERAPIA INTENSIVA,2010,6
XII,LA MATANZA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. Paroissien,UNIDAD CORONARIA,2010,5
XII,LA MATANZA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. Paroissien,TERAPIA INTENSIVA NEONATOLOGICA,2010,9
XII,LA MATANZA,Provinciales,Hosp. Zonal de Ag. de González Catán Km.32,TERAPIA INTENSIVA,2010,9
I,BAHIA BLANCA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. J. Penna,TERAPIA INTENSIVA INFANTIL,2013,8
I,BAHIA BLANCA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. J. Penna,TERAPIA INTENSIVA,2012,10
I,BAHIA BLANCA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. J. Penna,TERAPIA INTENSIVA INFANTIL,2012,8
I,BAHIA BLANCA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. J. Penna,TERAPIA INTENSIVA,2011,8
I,BAHIA BLANCA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. J. Penna,TERAPIA INTENSIVA INFANTIL,2011,8
I,BAHIA BLANCA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. J. Penna,TERAPIA INTENSIVA,2010,8
I,BAHIA BLANCA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. J. Penna,TERAPIA INTENSIVA INFANTIL,2010,7
I,BAHIA BLANCA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. J. Penna,TERAPIA INTENSIVA,2009,10
I,BAHIA BLANCA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. J. Penna,TERAPIA INTENSIVA INFANTIL,2009,4
II,CARLOS CASARES,Municipales,Hosp. Munic. Dr. Julio F. Ramos,TERAPIA INTENSIVA,2009,5
II,NUEVE DE JULIO,Provinciales,Hosp. Zonal Gral. de Ag. Julio de Vedia,TERAPIA INTENSIVA,2009,3
II,TRENQUE LAUQUEN,Municipales,Hosp. Munic. Dr. Pedro T. Orellana,TERAPIA INTENSIVA,2009,12
II,TRES LOMAS,Municipales,Hosp. Munic. Dr. Domingo V. Girotti,TERAPIA INTENSIVA,2009,1
III,JUNIN,Provinciales,Hosp. Interz. Gral. de Ag. Abraham Piñeyro,TERAPIA INTENSIVA INFANTIL,2010,5
III,JUNIN,Provinciales,Hosp. Interz. Gral. de Ag. Abraham Piñeyro,TERAPIA INTENSIVA NEONATOLOGICA,2010,13
III,JUNIN,Provinciales,Hosp. Interz. Gral. de Ag. Abraham Piñeyro,TERAPIA INTENSIVA,2009,8
III,JUNIN,Provinciales,Hosp. Interz. Gral. de Ag. Abraham Piñeyro,TERAPIA INTENSIVA INFANTIL,2009,5
III,JUNIN,Provinciales,Hosp. Interz. Gral. de Ag. Abraham Piñeyro,TERAPIA INTENSIVA NEONATOLOGICA,2009,13
IV,COLON,Municipales,Hosp. Munic. de Colón,TERAPIA INTENSIVA,2016,4
IV,ROJAS,Municipales,Hosp. Subz. Gral. S. Unzué,TERAPIA INTENSIVA,2016,5
IV,SALTO,Municipales,"Hosp. Munic. de Salto ""Presidente J. D. Perón""",TERAPIA INTENSIVA,2016,4
IV,SAN ANDRES DE GILES,Municipales,Hosp. Munic. San Andrés,TERAPIA INTENSIVA,2016,6
IV,SAN ANDRES DE GILES,Municipales,Hosp. Munic. San Andrés,UNIDAD CORONARIA,2016,5
IV,SAN ANTONIO DE ARECO,Municipales,Hosp. Munic. Emilio Zerboni,TERAPIA INTENSIVA,2016,4
IV,SAN PEDRO,Municipales,Hosp. Subz. Gral. Dr. E. Ruffo,TERAPIA INTENSIVA,2016,4
IV,CARMEN DE ARECO,Provinciales,Hosp. Local Gral. Ntra. Sra. del Carmen,TERAPIA INTENSIVA,2016,4
IV,PERGAMINO,Provinciales,Hosp. Interz. Gral. de Ag. San José,CUIDADOS INTENSIVOS,2016,8
IV,PERGAMINO,Provinciales,Hosp. Interz. Gral. de Ag. San José,TERAPIA INTENSIVA,2016,6
IV,PERGAMINO,Provinciales,Hosp. Interz. Gral. de Ag. San José,TERAPIA INTENSIVA INFANTIL,2016,6
IV,PERGAMINO,Provinciales,Hosp. Interz. Gral. de Ag. San José,UNIDAD CORONARIA,2016,4
IV,SAN NICOLAS,Provinciales,Hosp. Interz. Gral. de Ag. San Felipe,TERAPIA INTENSIVA,2016,12
IV,SAN NICOLAS,Provinciales,Hosp. Interz. Gral. de Ag. San Felipe,TERAPIA INTENSIVA INFANTIL,2016,8
IV,SAN NICOLAS,Provinciales,Hosp. Interz. Gral. de Ag. San Felipe,TERAPIA INTENSIVA NEONATOLOGICA,2016,13
V,SAN FERNANDO,Provinciales,Hosp. Zonal Gral. de Ag. Petrona V. de Cordero,TERAPIA INTENSIVA INFANTIL,2014,8
V,SAN FERNANDO,Provinciales,Hosp. Zonal Gral. de Ag. Petrona V. de Cordero,TERAPIA INTENSIVA,2015,10
V,SAN FERNANDO,Provinciales,Hosp. Zonal Gral. de Ag. Petrona V. de Cordero,TERAPIA INTENSIVA INFANTIL,2015,8
V,SAN FERNANDO,Provinciales,Hosp. Zonal Gral. de Ag. Petrona V. de Cordero,TERAPIA INTENSIVA,2016,10
V,SAN FERNANDO,Provinciales,Hosp. Zonal Gral. de Ag. Petrona V. de Cordero,TERAPIA INTENSIVA INFANTIL,2016,8
V,ZARATE,Provinciales,Hosp. Zonal Gral. de Ag. Virgen del Carmen,TERAPIA INTENSIVA,2011,8
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,TERAPIA INTENSIVA,2009,8
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,CUIDADOS ESPECIALES INFANTILES,2010,8
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,TERAPIA INTENSIVA,2010,8
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,CUIDADOS ESPECIALES INFANTILES,2011,8
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,TERAPIA INTENSIVA,2011,8
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,CUIDADOS ESPECIALES INFANTILES,2012,8
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,TERAPIA INTENSIVA,2012,8
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,CUIDADOS ESPECIALES INFANTILES,2013,8
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,TERAPIA INTENSIVA,2013,8
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,CUIDADOS ESPECIALES INFANTILES,2014,8
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,TERAPIA INTENSIVA,2014,8
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,CUIDADOS ESPECIALES INFANTILES,2015,8
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,TERAPIA INTENSIVA,2015,8
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,CUIDADOS ESPECIALES INFANTILES,2016,8
V,TIGRE,Provinciales,Hosp. Zonal Gral. de Ag. M. V. de Martinez,TERAPIA INTENSIVA,2016,8
V,ZARATE,Provinciales,Hosp. Zonal Gral. de Ag. Virgen del Carmen,TERAPIA INTENSIVA,2010,7
V,VICENTE LOPEZ,Provinciales,Hosp. Zonal del Tórax Dr. Cetrángolo,TERAPIA INTENSIVA,2009,6
V,VICENTE LOPEZ,Provinciales,Hosp. Zonal del Tórax Dr. Cetrángolo,TERAPIA INTENSIVA,2010,6
V,VICENTE LOPEZ,Provinciales,Hosp. Zonal del Tórax Dr. Cetrángolo,TERAPIA INTENSIVA,2011,6
V,VICENTE LOPEZ,Provinciales,Hosp. Zonal del Tórax Dr. Cetrángolo,TERAPIA INTENSIVA,2012,6
V,VICENTE LOPEZ,Provinciales,Hosp. Zonal del Tórax Dr. Cetrángolo,TERAPIA INTENSIVA,2013,6
V,VICENTE LOPEZ,Provinciales,Hosp. Zonal del Tórax Dr. Cetrángolo,TERAPIA INTENSIVA,2014,6
V,VICENTE LOPEZ,Provinciales,Hosp. Zonal del Tórax Dr. Cetrángolo,TERAPIA INTENSIVA,2015,6
V,VICENTE LOPEZ,Provinciales,Hosp. Zonal del Tórax Dr. Cetrángolo,TERAPIA INTENSIVA,2016,6
V,ZARATE,Provinciales,Hosp. Zonal Gral. de Ag. Virgen del Carmen,TERAPIA INTENSIVA,2009,8
VI,LOMAS DE ZAMORA,Municipales,Hosp. Mat. Infantil Dr. Oscar E. Alende,TERAPIA INTENSIVA NEONATOLOGICA,2009,6
VI,QUILMES,Municipales,Hosp. Subz. Esp. Mat. Infantil Dr. Eduardo Oller,TERAPIA INTENSIVA NEONATOLOGICA,2009,11
VI,ESTEBAN ECHEVERRIA,Municipales,Policlínico S. T. Santamarina,TERAPIA INTENSIVA,2009,7
VI,ESTEBAN ECHEVERRIA,Municipales,Policlínico S. T. Santamarina,TERAPIA INTENSIVA NEONATOLOGICA,2009,6
VI,FLORENCIO VARELA,Provinciales,Hosp. de Alta Compl. El Cruce,ADMISION PACIENTE CRITICO,2009,7
VI,FLORENCIO VARELA,Provinciales,Hosp. de Alta Compl. El Cruce,TERAPIA INTENSIVA,2009,13
VI,FLORENCIO VARELA,Provinciales,Hosp. de Alta Compl. El Cruce,TERAPIA INTENSIVA INFANTIL,2009,12
VI,FLORENCIO VARELA,Provinciales,Hosp. de Alta Compl. El Cruce,UNIDAD CORONARIA,2009,13
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. Pedro Fiorito,CUIDADOS ESPECIALES,2009,10
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. Pedro Fiorito,UNIDAD CORONARIA,2009,6
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Dr. Pedro Fiorito,CUIDADOS INTENSIVOS,2009,1
VI,LANUS,Provinciales,Hosp. Interz. Gral. de Ag. Evita,TERAPIA INTENSIVA,2009,11
VI,LANUS,Provinciales,Hosp. Interz. Gral. de Ag. Evita,UNIDAD CORONARIA,2009,8
VI,LANUS,Provinciales,Hosp. Interz. Gral. de Ag. Evita,CUIDADOS INTENSIVOS PEDIATRICOS,2009,4
VI,LANUS,Provinciales,Hosp. Interz. Gral. de Ag. Evita,TERAPIA INTENSIVA NEONATOLOGICA,2009,9
VI,LOMAS DE ZAMORA,Provinciales,Hosp. Interz. Gral. de Ag. Luisa C. de Gandulfo,TERAPIA INTENSIVA,2009,7
VI,LOMAS DE ZAMORA,Provinciales,Hosp. Interz. Gral. de Ag. Luisa C. de Gandulfo,UNIDAD CORONARIA,2009,5
VI,LOMAS DE ZAMORA,Provinciales,Hosp. Interz. Gral. de Ag. Luisa C. de Gandulfo,TERAPIA INTENSIVA NEONATOLOGICA,2009,12
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Pte. Perón,TERAPIA INTENSIVA,2009,9
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Pte. Perón,TERAPIA INTENSIVA NEONATOLOGICA,2009,4
VI,AVELLANEDA,Provinciales,Hosp. Interz. Gral. de Ag. Pte. Perón,UNIDAD CORONARIA,2009,6
